----------------page: 1-------------------
title:国科大博士生导师左建儒研究组和陈凡研究组等在发现调控水稻氮高效的新机制研究方面取得进展 link:http://news.ucas.edu.cn/index.php?option=com_content&view=article&id=503825&catid=376&Itemid=196 date:2021-05-07
title:国科大博士生导师陈宇航研究团队在植物SLAC1冷冻电镜结构研究上取得突破 link:http://news.ucas.edu.cn/index.php?option=com_content&view=article&id=503824&catid=376&Itemid=196 date:2021-05-07
----------------page: 8-------------------
title:国科大博士生导师徐华强团队研发的1类新药PA9159获批进入临床研究 link:http://news.ucas.edu.cn/index.php?option=com_content&view=article&id=504721&catid=376&Itemid=196 date:2021-06-07
title:国科大博士生导师戴建武团队在发现陈旧性脊髓损伤瘢痕清除可激活内源神经干细胞研究中取得新进展 link:http://news.ucas.edu.cn/index.php?option=com_content&view=article&id=504710&catid=376&Itemid=196 date:2021-06-07
title:国科大博士生导师王曙阳团队在利用废纸资源发酵产纤维素酶研究方面取得进展 link:http://news.ucas.edu.cn/index.php?option=com_content&view=article&id=504653&catid=376&Itemid=196 date:2021-06-04
title:国科大研究生导师张亚峰团队在木本植物树干茎流产量及其对生物和非生物因子响应的整合研究中获进展 link:http://news.ucas.edu.cn/index.php?option=com_content&view=article&id=504618&catid=376&Itemid=196 date:2021-06-03
title:国科大博士生导师吴金水团队对病毒（T4型噬菌体）在土壤有机质矿化中的潜在作用研究方面取得新进展 link:http://news.ucas.edu.cn/index.php?option=com_content&view=article&id=504604&catid=376&Itemid=196 date:2021-06-03
title:国科大博士生导师薛勇彪和张一婧研究组合作在普通小麦亚基因组非对称调控机制研究中取得新进展 link:http://news.ucas.edu.cn/index.php?option=com_content&view=article&id=504597&catid=376&Itemid=196 date:2021-06-03
title:国科大博士生导师薛勇彪研究组在茄科自交不亲和性花柱因子S-RNase的解毒机制研究中取得新进展 link:http://news.ucas.edu.cn/index.php?option=com_content&view=article&id=504595&catid=376&Itemid=196 date:2021-06-03
title:国科大研究生导师周峰、麻拴红团队在仿生摩擦材料研究取得新进展 link:http://news.ucas.edu.cn/index.php?option=com_content&view=article&id=504580&catid=376&Itemid=196 date:2021-06-02
title:国科大研究生导师赵洋团队在人工生物土壤结皮接种体快速、规模化扩繁及野外接种技术方面取得进展 link:http://news.ucas.edu.cn/index.php?option=com_content&view=article&id=504579&catid=376&Itemid=196 date:2021-06-02
title:国科大博士生导师刘光慧、曲静课题组与首都医科大学宣武医院王思课题组合作在绘制灵长类海马衰老的单细胞转录组图谱研究方面取得进展 link:http://news.ucas.edu.cn/index.php?option=com_content&view=article&id=504565&catid=376&Itemid=196 date:2021-06-02
title:公管学院院长穆荣平当选中国科学技术协会第十届全国委员会委员 link:http://news.ucas.edu.cn/index.php?option=com_content&view=article&id=504612&catid=376&Itemid=196 date:2021-06-02
title:国科大博士生导师谢旗研究组在玉米耐旱机制方面取得新进展 link:http://news.ucas.edu.cn/index.php?option=com_content&view=article&id=504453&catid=376&Itemid=196 date:2021-05-31
title:国科大博士生导师杨维慎团队在构筑具有膜-载体互锁型复合微结构的高效MOF分离膜研究中取得突破 link:http://news.ucas.edu.cn/index.php?option=com_content&view=article&id=504399&catid=376&Itemid=196 date:2021-05-28
title:国科大博士生导师吴忠帅团队在研发铌基异质结构纳米片并用于贫电解液锂硫电池研究方面取得进展 link:http://news.ucas.edu.cn/index.php?option=com_content&view=article&id=504398&catid=376&Itemid=196 date:2021-05-28
title:国科大博士生导师汪国雄、高敦峰与包信和院士团队在实现二氧化碳电催化还原高效制备C2+化学品研究方面取得进展 link:http://news.ucas.edu.cn/index.php?option=com_content&view=article&id=504397&catid=376&Itemid=196 date:2021-05-28
title:国科大博士生导师雷富民团队在遗传多样性研究新方法中取得进展 link:http://news.ucas.edu.cn/index.php?option=com_content&view=article&id=504359&catid=376&Itemid=196 date:2021-05-27
title:国科大博士生导师谢旗研究组在ERAD调控植物耐旱方面取得进展 link:http://news.ucas.edu.cn/index.php?option=com_content&view=article&id=504352&catid=376&Itemid=196 date:2021-05-27
title:国科大博士生导师韩方普研究组在植物着丝粒研究方面取得进展 link:http://news.ucas.edu.cn/index.php?option=com_content&view=article&id=504349&catid=376&Itemid=196 date:2021-05-27
title:国科大博士生导师吝涛团队在区域生态胁迫效应量化评估方面取得进展 link:http://news.ucas.edu.cn/index.php?option=com_content&view=article&id=504225&catid=376&Itemid=196 date:2021-05-24
title:国科大研究生导师张振华团队在揭示高寒草甸CH4吸收对气候变化的响应机制研究方面取得突破 link:http://news.ucas.edu.cn/index.php?option=com_content&view=article&id=504194&catid=376&Itemid=196 date:2021-05-22
----------------page: 9-------------------
title:国科大博士生导师凌宏清研究组在小麦杂种坏死研究中取得新进展 link:http://news.ucas.ac.cn/index.php?option=com_content&view=article&id=505306&catid=376&Itemid=196 date:2021-06-29
title:国科大博士生导师韩克利团队揭示了发光颜色可调的铯锰溴纳米晶体的相变过程 link:http://news.ucas.ac.cn/index.php?option=com_content&view=article&id=505285&catid=376&Itemid=196 date:2021-06-28
title:国科大博士生导师刘生忠团队在制备高灵敏度无金属钙钛矿单晶X射线探测器研究方面取得进展 link:http://news.ucas.ac.cn/index.php?option=com_content&view=article&id=505284&catid=376&Itemid=196 date:2021-06-28
title:国科大博士生导师刘中民团队揭示了甲醇制烯烃反应中C-C键的生成机理 link:http://news.ucas.ac.cn/index.php?option=com_content&view=article&id=505283&catid=376&Itemid=196 date:2021-06-28
title:国科大研究生导师刘岳峰团队揭示碳化钛表面的钛氧物种与钴的相互作用促进费托合成反应活性 link:http://news.ucas.ac.cn/index.php?option=com_content&view=article&id=505282&catid=376&Itemid=196 date:2021-06-28
title:公管学院国家社会科学基金重大项目举行开题论证会 link:http://news.ucas.ac.cn/index.php?option=com_content&view=article&id=505253&catid=376&Itemid=196 date:2021-06-26
title:国科大汪寿阳教授与合作者研究成果在Nature Sustainability发表 link:http://news.ucas.ac.cn/index.php?option=com_content&view=article&id=505245&catid=376&Itemid=196 date:2021-06-25
title:国科大博士生导师杨军团队在小幅盐度变化影响水库浮游生物群落构建和稳定性方面取得进展 link:http://news.ucas.ac.cn/index.php?option=com_content&view=article&id=505186&catid=376&Itemid=196 date:2021-06-23
title:国科大博士生导师杨军团队在城市化对河流浮游植物群落结构和功能的影响方面取得进展 link:http://news.ucas.ac.cn/index.php?option=com_content&view=article&id=505185&catid=376&Itemid=196 date:2021-06-23
title:国科大博士生导师陈进生团队在沿海城市清洁条件下大气PM2.5中硫酸盐的形成机制方面取得研究进展 link:http://news.ucas.ac.cn/index.php?option=com_content&view=article&id=505184&catid=376&Itemid=196 date:2021-06-23
title:国科大博士生导师钱文峰研究组在单细胞分辨率绘制水稻幼苗叶和根的转录组图谱方面取得进展 link:http://news.ucas.ac.cn/index.php?option=com_content&view=article&id=505155&catid=376&Itemid=196 date:2021-06-23
title:遗传发育所韩方普研究组与合作者完成玉米B染色体精细图谱和功能研究 link:http://news.ucas.ac.cn/index.php?option=com_content&view=article&id=505103&catid=376&Itemid=196 date:2021-06-21
title:国科大博士生导师降雨强研究组在光学微纳操控方面取得新进展 link:http://news.ucas.ac.cn/index.php?option=com_content&view=article&id=505084&catid=376&Itemid=196 date:2021-06-21
title:国科大博士生导师施一团队在沙粒病毒复制研究领域取得进展 link:http://news.ucas.ac.cn/index.php?option=com_content&view=article&id=505060&catid=376&Itemid=196 date:2021-06-16
title:PNAS发表中科院西北研究院与国科大研究成果 link:http://news.ucas.ac.cn/index.php?option=com_content&view=article&id=505005&catid=376&Itemid=196 date:2021-06-16
title:国科大研究生导师赵洋和张志山团队研究发现荒漠植物中水势调节能力弱的幼嫩组织对于干旱更敏感 link:http://news.ucas.ac.cn/index.php?option=com_content&view=article&id=505000&catid=376&Itemid=196 date:2021-06-15
title:国科大硕士留学生在《自然》子刊《Nature Communications》上刊发论文 link:http://news.ucas.ac.cn/index.php?option=com_content&view=article&id=504984&catid=376&Itemid=196 date:2021-06-15
title:国科大博士生导师马小飞团队在揭示沙米基因组水平的适应性进化及其对沙漠生态系统恢复的影响研究中获进展 link:http://news.ucas.edu.cn/index.php?option=com_content&view=article&id=504827&catid=376&Itemid=196 date:2021-06-09
title:国科大博士生导师周小红团队在指出近年报道的首例电子俘获核激发现象或被高估研究中取得进展 link:http://news.ucas.edu.cn/index.php?option=com_content&view=article&id=504748&catid=376&Itemid=196 date:2021-06-07
title:材料学院刘向峰Nat. Commun.：破解富锂正极材料的电压衰减难题 link:http://news.ucas.edu.cn/index.php?option=com_content&view=article&id=504744&catid=376&Itemid=196 date:2021-06-07
----------------page: 10-------------------
title:国科大博士生导师石峰课题组在选择性氢芳化研究方面取得新进展 link:http://news.ucas.edu.cn/index.php?option=com_content&view=article&id=503026&catid=376&Itemid=196 date:2021-04-09
title:国科大博士生导师吴金水团队在异养硝化-好氧反硝化技术对高铵废水处理上取得新进展 link:http://news.ucas.edu.cn/index.php?option=com_content&view=article&id=502998&catid=376&Itemid=196 date:2021-04-07
title:国科大博士生导师徐宪立团队在植被演替对亚热带喀斯特地区土壤质量的影响上取得进展 link:http://news.ucas.edu.cn/index.php?option=com_content&view=article&id=502996&catid=376&Itemid=196 date:2021-04-07
title:国科大博士生导师刘翠敏研究组发现提高植物生产力的新途径 link:http://news.ucas.edu.cn/index.php?option=com_content&view=article&id=502958&catid=376&Itemid=196 date:2021-04-06
title:国科大博士生导师李先锋和张洪章团队在具有长循环寿命的锂金属电池研究方面取得新进展 link:http://news.ucas.edu.cn/index.php?option=com_content&view=article&id=502894&catid=376&Itemid=196 date:2021-04-02
title:国科大博士生导师吴忠帅团队研制出新型“双高”锂离子电池—超级电容器混合储能器件 link:http://news.ucas.edu.cn/index.php?option=com_content&view=article&id=502890&catid=376&Itemid=196 date:2021-04-02
title:国科大研究生导师康乐获国际化学生态学会西弗斯坦-西蒙尼奖 link:http://news.ucas.edu.cn/index.php?option=com_content&view=article&id=502849&catid=376&Itemid=196 date:2021-04-01
title:国科大博士生导师张力为提出二氧化碳捕集利用可再生能源发电调峰耦合设想 link:http://news.ucas.edu.cn/index.php?option=com_content&view=article&id=502836&catid=376&Itemid=196 date:2021-03-31
title:国科大博士生导师刘峰团队从单细胞水平揭示造血干细胞扩增的动态图谱 link:http://news.ucas.edu.cn/index.php?option=com_content&view=article&id=502834&catid=376&Itemid=196 date:2021-03-31
title:国科大研究生导师张玉兰团队在土壤微塑料研究取得新进展 link:http://news.ucas.edu.cn/index.php?option=com_content&view=article&id=502830&catid=376&Itemid=196 date:2021-03-31
title:国科大研究生导师吴雪娇关于阿尔泰山河源区融雪水文过程模拟获进展 link:http://news.ucas.edu.cn/index.php?option=com_content&view=article&id=502781&catid=376&Itemid=196 date:2021-03-30
title:国科大硕士生导师王薇课题组在抗日本乙型脑炎病毒感染的分子机制研究方面取得新进展 link:http://news.ucas.edu.cn/index.php?option=com_content&view=article&id=502764&catid=376&Itemid=196 date:2021-03-29
title:国科大博士生导师纪力强研究组在生物智能识别研究领域取得进展 link:http://news.ucas.edu.cn/index.php?option=com_content&view=article&id=502717&catid=376&Itemid=196 date:2021-03-27
title:国科大博士生导师税光厚研究组发现非营养增甜剂莱鲍迪甙A延长线虫寿命 link:http://news.ucas.edu.cn/index.php?option=com_content&view=article&id=502700&catid=376&Itemid=196 date:2021-03-26
title:国科大博士生导师高彩霞和李家洋研究组合作建立植物高效引导编辑设计策略 link:http://news.ucas.edu.cn/index.php?option=com_content&view=article&id=502699&catid=376&Itemid=196 date:2021-03-26
title:国科大研究生导师牛忠伟、田野团队在抗革兰氏阴性菌新材料中取得进展 link:http://news.ucas.edu.cn/index.php?option=com_content&view=article&id=502686&catid=376&Itemid=196 date:2021-03-26
title:国科大博士生导师吴忠帅团队研制出高电压钾离子微型超级电容器及其压力传感微系统 link:http://news.ucas.edu.cn/index.php?option=com_content&view=article&id=502682&catid=376&Itemid=196 date:2021-03-26
title:国科大博士生导师金盛烨团队揭示二维层状钙钛矿中俄歇辅助的层间电子转移新机制 link:http://news.ucas.edu.cn/index.php?option=com_content&view=article&id=502681&catid=376&Itemid=196 date:2021-03-26
title:国科大博士生导师邓德会团队在二氧化碳（CO2）催化加氢制甲醇研究中取得重要进展 link:http://news.ucas.edu.cn/index.php?option=com_content&view=article&id=502680&catid=376&Itemid=196 date:2021-03-26
title:国科大研究生导师罗二仓和余国瑶研究团队在新型热声发电技术研究上取得新进展 link:http://news.ucas.edu.cn/index.php?option=com_content&view=article&id=502633&catid=376&Itemid=196 date:2021-03-24
